"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"rex, north carolina","Population2000","55","5512121: CapitalBot","null"
"rowland, north carolina","Population2000","1146","5512121: CapitalBot","null"
"shannon, north carolina","Population2000","197","5512121: CapitalBot","null"
"st. pauls, north carolina","Population2000","2137","5512121: CapitalBot","null"
"eden, north carolina","Population2000","15908","5512121: CapitalBot","null"
"madison, north carolina","Population2000","2262","5512121: CapitalBot","null"
"mayodan, north carolina","Population2000","2417","5512121: CapitalBot","null"
"reidsville, north carolina","Population2000","14485","5512121: CapitalBot","null"
"stoneville, north carolina","Population2000","1002","5512121: CapitalBot","null"
"wentworth, north carolina","Population2000","2779","5512121: CapitalBot","null"
"china grove, north carolina","Population2000","3616","5512121: CapitalBot","null"
"cleveland, north carolina","Population2000","808","5512121: CapitalBot","null"
"east spencer, north carolina","Population2000","1755","5512121: CapitalBot","null"
"enochville, north carolina","Population2000","2851","5512121: CapitalBot","null"
"faith, north carolina","Population2000","695","5512121: CapitalBot","null"
"granite quarry, north carolina","Population2000","2175","5512121: CapitalBot","null"
"landis, north carolina","Population2000","2996","5512121: CapitalBot","null"
"rockwell, north carolina","Population2000","1971","5512121: CapitalBot","null"
"salisbury, north carolina","Population2000","26462","5512121: CapitalBot","null"
"spencer, north carolina","Population2000","3355","5512121: CapitalBot","null"
"bostic, north carolina","Population2000","328","5512121: CapitalBot","null"
"chimney rock, north carolina","Population2000","175","5512121: CapitalBot","null"
"ellenboro, north carolina","Population2000","479","5512121: CapitalBot","null"
"forest city, north carolina","Population2000","7549","5512121: CapitalBot","null"
"lake lure, north carolina","Population2000","1027","5512121: CapitalBot","null"
"ruth, north carolina","Population2000","329","5512121: CapitalBot","null"
"rutherfordton, north carolina","Population2000","4131","5512121: CapitalBot","null"
"spindale, north carolina","Population2000","4022","5512121: CapitalBot","null"
"autryville, north carolina","Population2000","196","5512121: CapitalBot","null"
"bonnetsville, north carolina","Population2000","390","5512121: CapitalBot","null"
"clinton, north carolina","Population2000","8600","553734: Adam Clark","null"
"clinton, north carolina","Population2003","8636","2016181: KMayner78","null"
"clinton, north carolina","Population2003","8636","5512121: CapitalBot","null"
"delway, north carolina","Population2000","270","5512121: CapitalBot","null"
"garland, north carolina","Population2000","808","5512121: CapitalBot","null"
"ingold, north carolina","Population2000","484","5512121: CapitalBot","null"
"ivanhoe, north carolina","Population2000","311","5512121: CapitalBot","null"
"keener, north carolina","Population2000","508","5512121: CapitalBot","null"
"newton grove, north carolina","Population2000","606","5512121: CapitalBot","null"
"plain view, north carolina","Population2000","1820","5512121: CapitalBot","null"
"roseboro, north carolina","Population2000","1267","5512121: CapitalBot","null"
"salemburg, north carolina","Population2000","469","5512121: CapitalBot","null"
"spivey's corner, north carolina","Population2000","448","5512121: CapitalBot","null"
"turkey, north carolina","Population2000","262","5512121: CapitalBot","null"
"vann crossroads, north carolina","Population2000","324","5512121: CapitalBot","null"
"east laurinburg, north carolina","Population2000","295","5512121: CapitalBot","null"
"gibson, north carolina","Population2000","584","5512121: CapitalBot","null"
"laurinburg, north carolina","Population2000","15874","5512121: CapitalBot","null"
"wagram, north carolina","Population2000","801","5512121: CapitalBot","null"
"albemarle, north carolina","Population2000","15680","1173525: BostonHMann","null"
"albemarle, north carolina","Population2000","15680","5512121: CapitalBot","null"
"badin, north carolina","Population2000","1154","5512121: CapitalBot","null"
"new london, north carolina","Population2000","326","5512121: CapitalBot","null"
"norwood, north carolina","Population2000","2216","5512121: CapitalBot","null"
"oakboro, north carolina","Population2000","1198","5512121: CapitalBot","null"
"richfield, north carolina","Population2000","515","5512121: CapitalBot","null"
"stanfield, north carolina","Population2000","1113","5512121: CapitalBot","null"
"danbury, north carolina","Population2000","108","5512121: CapitalBot","null"
"walnut cove, north carolina","Population2000","1465","5512121: CapitalBot","null"
"dobson, north carolina","Population2000","1457","5512121: CapitalBot","null"
"mount airy, north carolina","Population2000","8484","5512121: CapitalBot","null"
"pilot mountain, north carolina","Population2000","1281","5512121: CapitalBot","null"
"toast, north carolina","Population2000","1922","5512121: CapitalBot","null"
"white plains, north carolina","Population2000","1049","5512121: CapitalBot","null"
"bryson city, north carolina","Population2000","1411","5512121: CapitalBot","null"
"brevard, north carolina","Population2000","6789","5512121: CapitalBot","null"
"rosman, north carolina","Population2000","490","5512121: CapitalBot","null"
"rosman, north carolina","Population2000","666","5580119: Scullymulder1234","null"
"rosman, north carolina","Population2000","490","4928500: ClueBot","null"
"rosman, north carolina","Population2000","69","0 (207.144.122.253)","null"
"rosman, north carolina","Population2000","490","104025: Acntx","null"
"columbia, north carolina","Population2000","819","5512121: CapitalBot","null"
"hemby bridge, north carolina","Population2000","897","5512121: CapitalBot","null"
"indian trail, north carolina","Population2000","11905","2067368: WikiMedia457","null"
"indian trail, north carolina","Population2000","11905","5512121: CapitalBot","null"
"jaars, north carolina","Population2000","360","5512121: CapitalBot","null"
"lake park, north carolina","Population2000","2093","5512121: CapitalBot","null"
"marshville, north carolina","Population2000","2360","5512121: CapitalBot","null"
"marvin, north carolina","Population2000","1039","5512121: CapitalBot","null"
"mineral springs, north carolina","Population2000","1370","5512121: CapitalBot","null"
"monroe, north carolina","Population2000","26228","5512121: CapitalBot","null"
"stallings, north carolina","Population2000","3189","5512121: CapitalBot","null"
"unionville, north carolina","Population2000","4797","5512121: CapitalBot","null"
"waxhaw, north carolina","Population2000","2625","5512121: CapitalBot","null"
"wesley chapel, north carolina","Population2000","2549","5512121: CapitalBot","null"
"wingate, north carolina","Population2000","2406","5512121: CapitalBot","null"
"henderson, north carolina","Population2000","16095","5512121: CapitalBot","null"
"kittrell, north carolina","Population2000","148","5512121: CapitalBot","null"
"middleburg, north carolina","Population2000","162","5512121: CapitalBot","null"
"south henderson, north carolina","Population2000","1220","5512121: CapitalBot","null"
"apex, north carolina","Population2006","31000","0 (76.18.123.142)","null"
"apex, north carolina","Population2007","32000","0 (24.225.66.230)","null"
"apex, north carolina","Population2007","31453","4221227: Triadian","null"
"apex, north carolina","Population2007","69","0 (150.216.101.105)","null"
"apex, north carolina","Population2007","31453","3169557: Sheml+gn","null"
"apex, north carolina","Population2007","31453","5512121: CapitalBot","null"
"fuquay-varina, north carolina","Population2000","7898","919557: Jnk","null"
"fuquay-varina, north carolina","Population2000","7898","5478189: Detroiterbot","null"
"garner, north carolina","Population2000","17757","0 (75.177.149.209)","null"
"garner, north carolina","Population2006","23741","5141235: Nathanpadams2","null"
"garner, north carolina","Population2007","25000","0 (24.162.242.66)","null"
"garner, north carolina","Population2007","25000","5512121: CapitalBot","null"
"holly springs, north carolina","Population2000","9192","5512121: CapitalBot","null"
"knightdale, north carolina","Population2000","5958","5512121: CapitalBot","null"
"rolesville, north carolina","Population2000","907","5512121: CapitalBot","null"
"wake forest, north carolina","Population2000","12588","5512121: CapitalBot","null"
"wendell, north carolina","Population2000","4247","5512121: CapitalBot","null"
"macon, north carolina","Population2000","115","5512121: CapitalBot","null"
"norlina, north carolina","Population2000","1107","5512121: CapitalBot","null"
"warrenton, north carolina","Population2000","811","5512121: CapitalBot","null"
"creswell, north carolina","Population2000","278","5512121: CapitalBot","null"
"plymouth, north carolina","Population2000","4107","5512121: CapitalBot","null"
"roper, north carolina","Population2000","613","5512121: CapitalBot","null"
"brogden, north carolina","Population2000","2907","5512121: CapitalBot","null"
"elroy, north carolina","Population2000","3896","5512121: CapitalBot","null"
"eureka, north carolina","Population2000","244","5512121: CapitalBot","null"
"fremont, north carolina","Population2000","1463","5512121: CapitalBot","null"
"goldsboro, north carolina","Population2000","39043","383865: MStraw","null"
"goldsboro, north carolina","Population2000","39043","5512121: CapitalBot","null"
"pikeville, north carolina","Population2000","719","5512121: CapitalBot","null"
"seven springs, north carolina","Population2000","86","5512121: CapitalBot","null"
"walnut creek, north carolina","Population2000","859","5512121: CapitalBot","null"
"cricket, north carolina","Population2000","2053","5512121: CapitalBot","null"
"fairplains, north carolina","Population2000","2051","5512121: CapitalBot","null"
"hays, north carolina","Population2000","1731","5512121: CapitalBot","null"
"millers creek, north carolina","Population2000","2071","5512121: CapitalBot","null"
"moravian falls, north carolina","Population2000","1440","5512121: CapitalBot","null"
"mulberry, north carolina","Population2000","2269","5512121: CapitalBot","null"
"north wilkesboro, north carolina","Population2000","4116","5512121: CapitalBot","null"
"north wilkesboro, north carolina","Population2000","5116","0 (70.145.229.162)","null"
"north wilkesboro, north carolina","Population2000","4116","3614334: BobTheTomato","null"
"pleasant hill, north carolina","Population2000","1109","5512121: CapitalBot","null"
"ronda, north carolina","Population2000","460","5512121: CapitalBot","null"
"ronda, north carolina","Population2000","560","0 (70.145.229.162)","null"
"wilkesboro, north carolina","Population2000","3159","5512121: CapitalBot","null"
"black creek, north carolina","Population2000","714","5512121: CapitalBot","null"
"elm city, north carolina","Population2000","1165","5512121: CapitalBot","null"
"lucama, north carolina","Population2000","847","5512121: CapitalBot","null"
"saratoga, north carolina","Population2000","379","5512121: CapitalBot","null"
"sims, north carolina","Population2000","128","5512121: CapitalBot","null"
"stantonsburg, north carolina","Population2000","726","5512121: CapitalBot","null"
"wilson, north carolina","Population2004","47441","264030: VolatileChemical","null"
"wilson, north carolina","Population2004","8","0 (129.96.234.74)","null"
"wilson, north carolina","Population2004","47441","0 (66.26.66.252)","null"
"wilson, north carolina","Population2004","47441","5512121: CapitalBot","null"
"arlington, north carolina","Population2000","795","5512121: CapitalBot","null"
"boonville, north carolina","Population2000","1138","5512121: CapitalBot","null"
"east bend, north carolina","Population2000","659","5512121: CapitalBot","null"
"jonesville, north carolina","Population2000","1464","5512121: CapitalBot","null"
"yadkinville, north carolina","Population2000","2818","5512121: CapitalBot","null"
"burnsville, north carolina","Population2000","1623","5512121: CapitalBot","null"
"bucyrus, north dakota","Population2000","26","5512121: CapitalBot","null"
"haynes, north dakota","Population2000","19","5512121: CapitalBot","null"
"hettinger, north dakota","Population2000","1307","5512121: CapitalBot","null"
"reeder, north dakota","Population2000","181","5512121: CapitalBot","null"
"dazey, north dakota","Population2000","91","5512121: CapitalBot","null"
"fingal, north dakota","Population2000","133","5512121: CapitalBot","null"
"kathryn, north dakota","Population2000","63","5512121: CapitalBot","null"
"leal, north dakota","Population2000","36","5512121: CapitalBot","null"
"litchville, north dakota","Population2000","191","5512121: CapitalBot","null"
"nome, north dakota","Population2000","70","5512121: CapitalBot","null"
"oriska, north dakota","Population2000","128","5512121: CapitalBot","null"
"pillsbury, north dakota","Population2000","24","5512121: CapitalBot","null"
"rogers, north dakota","Population2000","61","5512121: CapitalBot","null"
"sanborn, north dakota","Population2000","194","5512121: CapitalBot","null"
"sibley, north dakota","Population2000","46","5512121: CapitalBot","null"
"valley city, north dakota","Population2000","6826","5512121: CapitalBot","null"
"wimbledon, north dakota","Population2000","237","5512121: CapitalBot","null"
"brinsmade, north dakota","Population2000","29","5512121: CapitalBot","null"
"esmond, north dakota","Population2000","159","5512121: CapitalBot","null"
"fort totten, north dakota","Population2000","952","5512121: CapitalBot","null"
"knox, north dakota","Population2000","59","5512121: CapitalBot","null"
"leeds, north dakota","Population2000","464","5512121: CapitalBot","null"
"maddock, north dakota","Population2000","498","5512121: CapitalBot","null"
"minnewaukan, north dakota","Population2000","318","5512121: CapitalBot","null"
"oberon, north dakota","Population2000","81","5512121: CapitalBot","null"
"warwick, north dakota","Population2000","75","5512121: CapitalBot","null"
"york, north dakota","Population2000","26","5512121: CapitalBot","null"
"medora, north dakota","Population2000","100","5512121: CapitalBot","null"
"antler, north dakota","Population2000","47","5512121: CapitalBot","null"
"bottineau, north dakota","Population2000","2336","5512121: CapitalBot","null"
"gardena, north dakota","Population2000","38","5512121: CapitalBot","null"
"kramer, north dakota","Population2000","44","5512121: CapitalBot","null"
"landa, north dakota","Population2000","28","5512121: CapitalBot","null"
"lansford, north dakota","Population2000","253","5512121: CapitalBot","null"
"maxbass, north dakota","Population2000","91","5512121: CapitalBot","null"
"newburg, north dakota","Population2000","88","5512121: CapitalBot","null"
"souris, north dakota","Population2000","83","5512121: CapitalBot","null"
"westhope, north dakota","Population2000","533","5512121: CapitalBot","null"
"willow city, north dakota","Population2000","221","5512121: CapitalBot","null"
"bowman, north dakota","Population2000","1600","5512121: CapitalBot","null"
"gascoyne, north dakota","Population2000","23","5512121: CapitalBot","null"
"rhame, north dakota","Population2000","189","5512121: CapitalBot","null"
"scranton, north dakota","Population2000","304","5512121: CapitalBot","null"
"bowbells, north dakota","Population2000","406","5512121: CapitalBot","null"
"columbus, north dakota","Population2000","151","5512121: CapitalBot","null"
"flaxton, north dakota","Population2000","73","5512121: CapitalBot","null"
"larson, north dakota","Population2000","17","5512121: CapitalBot","null"
"lignite, north dakota","Population2000","174","5512121: CapitalBot","null"
"portal, north dakota","Population2000","131","5512121: CapitalBot","null"
"powers lake, north dakota","Population2000","309","5512121: CapitalBot","null"
"lincoln, north dakota","Population2000","1730","5512121: CapitalBot","null"
"regan, north dakota","Population2000","43","5512121: CapitalBot","null"
"wing, north dakota","Population2000","124","5512121: CapitalBot","null"
"alice, north dakota","Population2000","56","5512121: CapitalBot","null"
"amenia, north dakota","Population2000","89","5512121: CapitalBot","null"
"argusville, north dakota","Population2000","147","5512121: CapitalBot","null"
"arthur, north dakota","Population2000","402","5512121: CapitalBot","null"
"ayr, north dakota","Population2000","23","5512121: CapitalBot","null"
"briarwood, north dakota","Population2000","78","5512121: CapitalBot","null"
"buffalo, north dakota","Population2000","209","5512121: CapitalBot","null"
"casselton, north dakota","Population2000","1855","5512121: CapitalBot","null"
"davenport, north dakota","Population2000","261","5512121: CapitalBot","null"
"fargo, north dakota","Population2000","90599","685287: Grejlen","null"
"fargo, north dakota","Population2005","90672","0 (129.252.209.44)","null"
"fargo, north dakota","Population2005","97462","0 (12.31.254.245)","null"
"fargo, north dakota","Population2005","90672","176938: MatthewUND","null"
"fargo, north dakota","Population2000","99966","4810809: Branden&papi","null"
"fargo, north dakota","Population2000","90599","345020: Malepheasant","null"
"fargo, north dakota","Population2000","90599","5512121: CapitalBot","null"
"frontier, north dakota","Population2000","273","5512121: CapitalBot","null"
"gardner, north dakota","Population2000","80","5512121: CapitalBot","null"
"harwood, north dakota","Population2000","607","5512121: CapitalBot","null"
"horace, north dakota","Population2000","915","5512121: CapitalBot","null"
"hunter, north dakota","Population2000","326","5512121: CapitalBot","null"
"kindred, north dakota","Population2000","614","5512121: CapitalBot","null"
"leonard, north dakota","Population2000","255","5512121: CapitalBot","null"
"mapleton, north dakota","Population2000","606","5512121: CapitalBot","null"
"north river, north dakota","Population2000","65","5512121: CapitalBot","null"
"oxbow, north dakota","Population2000","248","5512121: CapitalBot","null"
"page, north dakota","Population2000","225","5512121: CapitalBot","null"
"prairie rose, north dakota","Population2000","68","5512121: CapitalBot","null"
"reile's acres, north dakota","Population2000","254","5512121: CapitalBot","null"
"west fargo, north dakota","Population2000","14940","5512121: CapitalBot","null"
"alsen, north dakota","Population2000","68","5512121: CapitalBot","null"
"calio, north dakota","Population2000","24","5512121: CapitalBot","null"
"calvin, north dakota","Population2000","26","5512121: CapitalBot","null"
"hannah, north dakota","Population2000","20","5512121: CapitalBot","null"
"hove mobile park, north dakota","Population2000","2","5512121: CapitalBot","null"
"langdon, north dakota","Population2000","2101","5512121: CapitalBot","null"
"loma, north dakota","Population2000","21","5512121: CapitalBot","null"
"milton, north dakota","Population2000","85","5512121: CapitalBot","null"
"munich, north dakota","Population2000","268","5512121: CapitalBot","null"
"nekoma, north dakota","Population2000","51","5512121: CapitalBot","null"
"osnabrock, north dakota","Population2000","174","5512121: CapitalBot","null"
"wales, north dakota","Population2000","30","5512121: CapitalBot","null"
"ellendale, north dakota","Population2000","1559","5512121: CapitalBot","null"
"forbes, north dakota","Population2000","64","5512121: CapitalBot","null"
"fullerton, north dakota","Population2000","85","5512121: CapitalBot","null"
"ludden, north dakota","Population2000","29","5512121: CapitalBot","null"
"monango, north dakota","Population2000","28","5512121: CapitalBot","null"
"oakes, north dakota","Population2000","1979","5512121: CapitalBot","null"
"ambrose, north dakota","Population2000","23","5512121: CapitalBot","null"
"crosby, north dakota","Population2000","1089","5512121: CapitalBot","null"
"fortuna, north dakota","Population2000","31","5512121: CapitalBot","null"
"noonan, north dakota","Population2000","154","5512121: CapitalBot","null"
"dodge, north dakota","Population2000","125","5512121: CapitalBot","null"
"dunn center, north dakota","Population2000","122","5512121: CapitalBot","null"
"halliday, north dakota","Population2000","227","5512121: CapitalBot","null"
"killdeer, north dakota","Population2000","713","5512121: CapitalBot","null"
"new rockford, north dakota","Population2000","1463","5512121: CapitalBot","null"
"sheyenne, north dakota","Population2000","318","5512121: CapitalBot","null"
"braddock, north dakota","Population2000","43","5512121: CapitalBot","null"
"hague, north dakota","Population2000","91","5512121: CapitalBot","null"
"hazelton, north dakota","Population2000","237","5512121: CapitalBot","null"
"linton, north dakota","Population2000","1321","5512121: CapitalBot","null"
"strasburg, north dakota","Population2000","549","5512121: CapitalBot","null"
"carrington, north dakota","Population2000","2268","5512121: CapitalBot","null"
"carrington, north dakota","Population2006","2152","5218263: Hacker2000","null"
"glenfield, north dakota","Population2000","134","5512121: CapitalBot","null"
"grace city, north dakota","Population2000","71","5512121: CapitalBot","null"
"mchenry, north dakota","Population2000","71","5512121: CapitalBot","null"
"beach, north dakota","Population2000","1116","5512121: CapitalBot","null"
"golva, north dakota","Population2000","106","5512121: CapitalBot","null"
"sentinel butte, north dakota","Population2000","62","5512121: CapitalBot","null"
"emerado, north dakota","Population2000","510","5512121: CapitalBot","null"
"gilby, north dakota","Population2000","243","5512121: CapitalBot","null"
"grand forks, north dakota","Population2000","49321","176938: MatthewUND","null"
"grand forks, north dakota","Population2000","49321","5512121: CapitalBot","null"
"inkster, north dakota","Population2000","102","5512121: CapitalBot","null"
"larimore, north dakota","Population2000","1433","5512121: CapitalBot","null"
"manvel, north dakota","Population2000","370","5512121: CapitalBot","null"
"niagara, north dakota","Population2000","57","5512121: CapitalBot","null"
"northwood, north dakota","Population2000","959","5512121: CapitalBot","null"
"thompson, north dakota","Population2000","1006","5512121: CapitalBot","null"
"carson, north dakota","Population2000","319","5512121: CapitalBot","null"
"elgin, north dakota","Population2000","659","5512121: CapitalBot","null"
"leith, north dakota","Population2000","28","5512121: CapitalBot","null"
"new leipzig, north dakota","Population2000","274","5512121: CapitalBot","null"
"binford, north dakota","Population2000","201","5512121: CapitalBot","null"
"cooperstown, north dakota","Population2000","1053","5512121: CapitalBot","null"
"hannaford, north dakota","Population2000","181","5512121: CapitalBot","null"
"mott, north dakota","Population2000","808","5512121: CapitalBot","null"
"new england, north dakota","Population2000","555","5512121: CapitalBot","null"
"regent, north dakota","Population2000","211","5512121: CapitalBot","null"
"dawson, north dakota","Population2000","75","5512121: CapitalBot","null"
"pettibone, north dakota","Population2000","88","5512121: CapitalBot","null"
"robinson, north dakota","Population2000","71","5512121: CapitalBot","null"
"steele, north dakota","Population2000","761","5512121: CapitalBot","null"
"tappen, north dakota","Population2000","210","5512121: CapitalBot","null"
"tuttle, north dakota","Population2000","106","5512121: CapitalBot","null"
"berlin, north dakota","Population2000","35","5512121: CapitalBot","null"
"dickey, north dakota","Population2000","57","5512121: CapitalBot","null"
"edgeley, north dakota","Population2000","637","5512121: CapitalBot","null"
"jud, north dakota","Population2000","76","5512121: CapitalBot","null"
"kulm, north dakota","Population2000","422","5512121: CapitalBot","null"
"lamoure, north dakota","Population2000","944","5512121: CapitalBot","null"
"marion, north dakota","Population2000","146","5512121: CapitalBot","null"
"verona, north dakota","Population2000","108","5512121: CapitalBot","null"
"fredonia, north dakota","Population2000","51","5512121: CapitalBot","null"
"gackle, north dakota","Population2000","335","5512121: CapitalBot","null"
"napoleon, north dakota","Population2000","857","5512121: CapitalBot","null"
"balfour, north dakota","Population2000","20","5512121: CapitalBot","null"
"bantry, north dakota","Population2000","19","5512121: CapitalBot","null"
"bergen, north dakota","Population2000","11","5512121: CapitalBot","null"
"deering, north dakota","Population2000","118","5512121: CapitalBot","null"
"drake, north dakota","Population2000","322","5512121: CapitalBot","null"
"granville, north dakota","Population2000","286","5512121: CapitalBot","null"
"karlsruhe, north dakota","Population2000","119","5512121: CapitalBot","null"
"kief, north dakota","Population2000","13","5512121: CapitalBot","null"
"towner, north dakota","Population2000","574","5512121: CapitalBot","null"
"upham, north dakota","Population2000","155","5512121: CapitalBot","null"
"velva, north dakota","Population2000","1049","5512121: CapitalBot","null"
"voltaire, north dakota","Population2000","51","5512121: CapitalBot","null"
"ashley, north dakota","Population2000","882","5512121: CapitalBot","null"
"venturia, north dakota","Population2000","23","5512121: CapitalBot","null"
"wishek, north dakota","Population2000","1122","5512121: CapitalBot","null"
"zeeland, north dakota","Population2000","141","5512121: CapitalBot","null"
"alexander, north dakota","Population2000","217","5512121: CapitalBot","null"
"arnegard, north dakota","Population2000","105","5512121: CapitalBot","null"
"four bears village, north dakota","Population2000","364","5512121: CapitalBot","null"
"mandaree, north dakota","Population2000","558","5512121: CapitalBot","null"
"rawson, north dakota","Population2000","6","5512121: CapitalBot","null"
"watford city, north dakota","Population2000","1435","950287: Leopold Samsonite","null"
"watford city, north dakota","Population2000","1435","5512121: CapitalBot","null"
"benedict, north dakota","Population2000","53","5512121: CapitalBot","null"
"butte, north dakota","Population2000","92","5512121: CapitalBot","null"
"coleharbor, north dakota","Population2000","106","5512121: CapitalBot","null"
"garrison, north dakota","Population2000","1318","5512121: CapitalBot","null"
"max, north dakota","Population2000","278","5512121: CapitalBot","null"
"mercer, north dakota","Population2000","86","5512121: CapitalBot","null"
"riverdale, north dakota","Population2000","273","5512121: CapitalBot","null"
"ruso, north dakota","Population2000","6","5512121: CapitalBot","null"
"turtle lake, north dakota","Population2000","580","0 (24.9.12.10)","null"
"turtle lake, north dakota","Population2000","580","5512121: CapitalBot","null"
"underwood, north dakota","Population2000","812","5512121: CapitalBot","null"
"washburn, north dakota","Population2000","1389","5512121: CapitalBot","null"
"white shield, north dakota","Population2000","348","5512121: CapitalBot","null"
"beulah, north dakota","Population2000","3152","5512121: CapitalBot","null"
"golden valley, north dakota","Population2000","183","5512121: CapitalBot","null"
"hazen, north dakota","Population2000","2457","5512121: CapitalBot","null"
"pick city, north dakota","Population2000","166","5512121: CapitalBot","null"
"stanton, north dakota","Population2000","345","5512121: CapitalBot","null"
"zap, north dakota","Population2000","231","5512121: CapitalBot","null"
"almont, north dakota","Population2000","89","5512121: CapitalBot","null"
"flasher, north dakota","Population2000","285","5512121: CapitalBot","null"
"glen ullin, north dakota","Population2000","865","5512121: CapitalBot","null"
"hebron, north dakota","Population2000","803","5512121: CapitalBot","null"
"mandan, north dakota","Population2000","16718","5512121: CapitalBot","null"
"new salem, north dakota","Population2000","938","5512121: CapitalBot","null"
"new town, north dakota","Population2000","1367","5512121: CapitalBot","null"
"palermo, north dakota","Population2000","77","5512121: CapitalBot","null"
"parshall, north dakota","Population2000","981","5512121: CapitalBot","null"
"plaza, north dakota","Population2000","167","5512121: CapitalBot","null"
"ross, north dakota","Population2000","48","5512121: CapitalBot","null"
"stanley, north dakota","Population2000","1279","5512121: CapitalBot","null"
"white earth, north dakota","Population2000","63","5512121: CapitalBot","null"
"aneta, north dakota","Population2000","284","5512121: CapitalBot","null"
"lakota, north dakota","Population2000","781","5512121: CapitalBot","null"
"mcville, north dakota","Population2000","470","5512121: CapitalBot","null"
"michigan city, north dakota","Population2000","345","5512121: CapitalBot","null"
"pekin, north dakota","Population2000","80","5512121: CapitalBot","null"
"petersburg, north dakota","Population2000","195","5512121: CapitalBot","null"
"tolna, north dakota","Population2000","202","5512121: CapitalBot","null"
"center, north dakota","Population2000","678","5512121: CapitalBot","null"
"bathgate, north dakota","Population2000","66","5512121: CapitalBot","null"
"canton city, north dakota","Population2000","42","5512121: CapitalBot","null"
"cavalier, north dakota","Population2000","1537","5512121: CapitalBot","null"
"crystal, north dakota","Population2000","167","5512121: CapitalBot","null"
"drayton, north dakota","Population2000","913","5512121: CapitalBot","null"
"hamilton, north dakota","Population2000","73","5512121: CapitalBot","null"
"mountain, north dakota","Population2000","133","5512121: CapitalBot","null"
"neche, north dakota","Population2000","437","5512121: CapitalBot","null"
"pembina, north dakota","Population2000","642","5512121: CapitalBot","null"
"st. thomas, north dakota","Population2000","447","5512121: CapitalBot","null"
"walhalla, north dakota","Population2000","1057","5512121: CapitalBot","null"
"balta, north dakota","Population2000","73","5512121: CapitalBot","null"
"rugby, north dakota","Population2000","2939","5512121: CapitalBot","null"
"wolford, north dakota","Population2000","50","5512121: CapitalBot","null"
"brocket, north dakota","Population2000","65","5512121: CapitalBot","null"
"churchs ferry, north dakota","Population2000","77","5512121: CapitalBot","null"
"crary, north dakota","Population2000","149","5512121: CapitalBot","null"
"devils lake, north dakota","Population2000","7222","5512121: CapitalBot","null"
"edmore, north dakota","Population2000","256","5512121: CapitalBot","null"
"hampden, north dakota","Population2000","60","5512121: CapitalBot","null"
"lawton, north dakota","Population2000","42","5512121: CapitalBot","null"
"starkweather, north dakota","Population2000","157","5512121: CapitalBot","null"
"elliott, north dakota","Population2000","44","5512121: CapitalBot","null"
"lisbon, north dakota","Population2000","2292","5512121: CapitalBot","null"
"sheldon, north dakota","Population2000","135","5512121: CapitalBot","null"
"glenburn, north dakota","Population2000","374","5512121: CapitalBot","null"
"grano, north dakota","Population2000","9","5512121: CapitalBot","null"
"loraine, north dakota","Population2000","19","5512121: CapitalBot","null"
"mohall, north dakota","Population2000","812","5512121: CapitalBot","null"
"sherwood, north dakota","Population2000","255","5512121: CapitalBot","null"
"tolley, north dakota","Population2000","63","5512121: CapitalBot","null"
"abercrombie, north dakota","Population2000","296","5512121: CapitalBot","null"
"barney, north dakota","Population2000","69","5512121: CapitalBot","null"
"christine, north dakota","Population2000","153","5512121: CapitalBot","null"
"colfax, north dakota","Population2000","91","5512121: CapitalBot","null"
"dwight, north dakota","Population2000","75","5512121: CapitalBot","null"
"fairmount, north dakota","Population2000","406","5512121: CapitalBot","null"
"great bend, north dakota","Population2000","118","5512121: CapitalBot","null"
"hankinson, north dakota","Population2000","1058","5512121: CapitalBot","null"
"lidgerwood, north dakota","Population2000","738","5512121: CapitalBot","null"
"mantador, north dakota","Population2000","71","5512121: CapitalBot","null"
"mooreton, north dakota","Population2000","204","5512121: CapitalBot","null"
"wahpeton, north dakota","Population2000","8586","5512121: CapitalBot","null"
"walcott, north dakota","Population2000","189","5512121: CapitalBot","null"
"wyndmere, north dakota","Population2000","533","5512121: CapitalBot","null"
"belcourt, north dakota","Population2000","2440","5512121: CapitalBot","null"
"dunseith, north dakota","Population2000","739","5512121: CapitalBot","null"
"east dunseith, north dakota","Population2000","219","5512121: CapitalBot","null"
"mylo, north dakota","Population2000","19","5512121: CapitalBot","null"
"rolette, north dakota","Population2000","538","5512121: CapitalBot","null"
"rolla, north dakota","Population2000","1417","5512121: CapitalBot","null"
"st. john, north dakota","Population2000","358","5512121: CapitalBot","null"
"cayuga, north dakota","Population2000","61","5512121: CapitalBot","null"
"cogswell, north dakota","Population2000","165","5512121: CapitalBot","null"
"forman, north dakota","Population2000","506","5512121: CapitalBot","null"
"gwinner, north dakota","Population2000","717","5512121: CapitalBot","null"
"havana, north dakota","Population2000","94","5512121: CapitalBot","null"
"milnor, north dakota","Population2000","711","5512121: CapitalBot","null"
"rutland, north dakota","Population2000","220","5512121: CapitalBot","null"
"goodrich, north dakota","Population2000","163","5512121: CapitalBot","null"
"martin, north dakota","Population2000","96","5512121: CapitalBot","null"
"mcclusky, north dakota","Population2000","415","5512121: CapitalBot","null"
"fort yates, north dakota","Population2000","228","5512121: CapitalBot","null"
"selfridge, north dakota","Population2000","223","5512121: CapitalBot","null"
"solen, north dakota","Population2000","86","5512121: CapitalBot","null"
